url,title,company,location,job_type,workplace_type,experience_level,description,salary,posted_date,applicant_count,view_count
https://www.profesia.sk/praca/slovenske-elektrarne/O5095783?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Špecialista matematickej optimalizácie (m/ž),"Slovenské Elektrárne, A.S.",Bratislava,unknown,on_site,,,1 900 EUR/mesiac,10.6.2025,,
https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5080252?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Trainee AI & BI Analyst (opportunity for university students),"Zurich Insurance Company Ltd, Organizačná Zložka",Bratislava,part_time,on_site,internship,"
Job description, responsibilities and duties
Are you aware of how AI or data models work?
If your answer is YES, then this internship may be exactly what you're looking for.
At Zurich Insurance we have a great opportunity for tech trends oriented students. We are looking for a resource interested in creation of new tools/AI agents, automation and optimization of processes. This person should have at least basic database understanding, should know how data models work (data aggregation/data reporting) or possibly have experience or passion in Machine Learning/Artificial Intelligence.
You will become a member of our fantastic customer-facing operational delivery team. At our team, we focus on the customer first and add value to our customer's bottom line. You will gain real experience in a real environment, fully supported by a well-experienced team of professional Service Delivery Managers.
Your role
As a trainee, your main role would be to:
Support tools developments bringing structure/standard/optimization/automation of processes
Your Skills and Experience
We would like to give this opportunity to someone who is:
University student focusing on a TECH area of expertise (Business Intelligence, Data Analysis, Data management, IT programming, IT support, etc.) - not the finishing year
Looking for a 1-year internship
Skilled in Python, Power Platform, SQL, other programming languages, data modeling (advantage)
Not afraid to share their ideas
Focused on AI, automation and optimization
Speaking fluent English – level B2
Don’t wait until your studies end, start to gain the real experiences now! We are looking forward to welcoming you at Zurich Insurance Bratislava.
Employee perks, benefits
Location(s):
Bratislava office
Schedule:
Part-time, 20 hours per week, flexible working hours
Wage:
8 EUR/hour
Start date:
ASAP
Expected date of completion of the selection process
18 June 2025
(1 more day remaining)",8 EUR/hour,20.5.2025,,
https://www.profesia.sk/praca/swiss-re/O4974931?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Quality Analyst (hybrid),Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
About the Role
We’re looking for a passionate Quality Analyst to join our Underwriting Solutions Centre team. In this role, you’ll play a key part in ensuring the success of Magnum, our cutting-edge automated underwriting tool. You’ll help us maintain our high standards and support clients worldwide as they adopt and benefit from Magnum.
This is a chance to contribute to an innovative product that’s shaping the future of risk management while working with a diverse, global team.
What You’ll Do
• Test & Validate: Create and execute test plans to ensure Magnum performs as expected.
• Issue Management: Identify and report issues, prioritize them, and track resolutions.
• Support Testing Cycles: Participate in User Acceptance Testing for software updates.
• Maintain Test Assets: Keep regression test packs up to date with new features.
• Automation Support: Assist with test automation as needed.
•Improve Practices: Help refine testing processes and adopt industry best practices.
Why Join Us?
Be part of an innovative and high-impact global team.
Work with cutting-edge tools and technologies in a supportive, collaborative environment.
Shape the future of a product that’s driving industry transformation.
This is a full-time role where your contributions will make a real difference!
Employee perks, benefits
• Attractive performance-based bonus
• Ultra flexible working time in hybrid setup, allowing you to work also from home
• Modern office spaces in attractive location
• 5 additional days of holiday
• Lunch allowance fully paid by Swiss Re
• Referral bonus
• Sick days and sick leave support
• Public transport benefit
• Multisport card
Information about the selection process
This job offer is suitable for people who have been impacted by the invasion of Ukraine.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",1 300 EUR/month,17.6.2025,,
https://www.profesia.sk/praca/nn-zivotna-poistovna/O5044730?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,"Data
Scientist
(m/ž/x)","Nn Životná Poisťovňa, A.S.",Bratislava,unknown,on_site,,,2 200 EUR/mesiac,27.5.2025,,
https://www.profesia.sk/praca/it-impulse/O5100120?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Data Engineer / Data Scientist,It-Impulse S. R. O.,Pozícia:,full_time,on_site,director,"
Job description, responsibilities and duties
We are looking for Data Scientist or Data Engineer for our client that is a forward-thinking energy company committed to building a sustainable and data-driven future.
Our team is on a mission to transform complex energy systems into intelligent, predictive, and automated solutions using cutting-edge data science and engineering practices.
Join us in shaping the energy transition through innovative technology.
​
As a
Data Scientist / Data Engineer
, you will work at the intersection of
data science
,
software engineering
, and
cloud infrastructure
to build reliable and scalable data pipelines, develop ML models, and contribute to real-time energy predictions and optimizations.
Your responsibilities will include:
Designing and implementing
data pipelines (ETL/ELT)
for large-scale processing of structured and unstructured data.
Developing and deploying
machine learning models
for forecasting, classification, and optimization tasks in the energy domain.
Building
LLM-augmented tools
and contributing to
tokenization algorithms
that enable smarter data processing.
Applying
data structures, algorithms
, and efficient coding practices to ensure high-performance solutions.
Participating in a culture of
MLOps
: model versioning, monitoring, CI/CD, and infrastructure-as-code.
Performing
statistical analysis
and developing
predictive models
to support business decision-making.
Creating
data visualizations
and interactive dashboards to communicate insights to stakeholders.
Working in a
cloud-first (AWS)
environment and collaborating with DevOps and domain experts.
Requirements:
Proven experience as a
Data Scientist, Data Engineer
, or similar role.
Strong skills in
Python
and knowledge of
data structures & algorithms
.
Hands-on experience with
ETL frameworks
, APIs, and databases (SQL & NoSQL).
Solid understanding of
probability, statistics
, and
machine learning
.
Familiarity with
AWS services.
Experience with
data visualization tools.
Understanding of
MLOps
tools and practices (e.g., MLflow, Airflow, Docker, GitOps).
Interest or experience in
tokenization, NLP
, or
LLM-based systems
.
Strong communication skills and ability to explain technical concepts to non-technical audiences.
Solid experience with
SQL
(e.g., PostgreSQL, MySQL) and
NoSQL
databases (e.g., MongoDB, DynamoDB).
​
Nice to have:
Experience in the
energy sector
or with
time series data
.
Knowledge of
LLM fine-tuning
or integration with enterprise systems.
Background in
software engineering best practices
(e.g., testing, CI/CD pipelines).
Contributions to open-source or relevant ML/data projects.
Employee perks, benefits
• Familiarity of a small sized firm and security and possibilities of a large company
• Extra days of vacation
• Contribution to 3rd pillar (individual pension savings) 1 - 2,5%
• Cafeteria bonus
• Employee referral program (up to 5.000 EUR per referral)
• Yearly performance and salary review
• Jubilee gifts
• Flexible working hours
• Free language courses during working hours
Benefits available on-site:
• Comfortable and healthy work environment in a newly built, air-conditioned office space (5-7 workstations per office)
• Free bicycle garage
• Free parking space
• Free kindergarten during school holidays at the workplace
• Fruit days
• Stocked kitchen with free drinks (freshly roasted coffee)
• Massages
• Monthly breakfast club
Information about the selection process
Please send your resume in English language.
Company on whose behalf the position is being filled
Information technology, computer programming, web portals
Europe's leading supplier of housing systems to offer a total solution for the providers of social housing and care whether local authorities, housing associations or other relevant organisations. It has a large professional team of specialists dedicated to helping social housing organisations achieve operational efficiency and customer service excellence.",3 500 EUR/month,16.6.2025,,
https://www.profesia.sk/praca/raiffeisen-informatik-sk/O5061640?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,AWS Cloud Engineer (m/f/d),Raiffeisen Informatik Sk S.R.O.,Pozícia:,full_time,on_site,,,2 500 EUR/month,30.5.2025,,
https://www.profesia.sk/praca/swiss-re/O5053972?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Expert Database Engineer,Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
About the Role
We’re looking for an expert database engineer with a strong focus on relational databases, especially PostgreSQL and Oracle. In this role, you will work at the intersection of code, data, and collaboration, driving high-impact backend development and data integration efforts across a complex application landscape.
You’ll be instrumental in maintaining and evolving large-scale Java / Spring Boot backends, integrating deeply with PostgreSQL, Oracle and other data technologies. You’ll help shape modern, data-driven architectures and guide teams toward best practices in relational data modeling, query optimization, and data access layer design.
Key Responsibilities
•	Design, implement, and optimize database structures with a focus on PostgreSQL and Oracle.
•	Collaborate with development teams to integrate efficient and scalable data access layers into Java / Spring Boot services.
•	Modernize legacy database interactions, ensuring high performance, security, and maintainability.
•	Lead and mentor teams in writing clean, effective SQL.
•	Troubleshoot complex data-related issues, from schema design to query tuning.
•	Depending on your knowhow in Java backend technologies and frameworks, you also participate in code reviews, especially on data-heavy components, and provide guidance on best practices for working with relational databases.
Our Tech Stack Includes
•	PostgreSQL (core focus), Oracle, MongoDB, Redis
•	Java, Spring Boot, Hibernate
•	RabbitMQ, Azure Service Bus
•	Angular / TypeScript
•	Linux/Windows scripting using Bash
•	Public and Private Cloud environments
About the Team
You’ll be part of the Operational Data Store for Pricings (ODSP) product team. ODSP is our central pricing data hub that is central to the P&C Reinsurance application landscape. The product has a large technology investment into relational database using Oracle today. It is planned to move to PostgreSQL.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",3 800 EUR/month,13.6.2025,,
https://www.profesia.sk/praca/swiss-re/O5097299?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Data Engineer (Stargate AI),Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
Take a chance to join the dynamic and agile team responsible for Tech & Architecture! If you are passionate and thoughtful Data engineer who have a background in digital technologies and is seeking for exciting possibilities to apply your know-how in the financial world, then we have an outstanding opportunity for YOU.
Buckle up and read on.
About the Role
As Data Engineer be ready to bring new insights and broaden our experience-base in new technologies and the latest software and Data/AI engineering trends. You will be working closely with our Product Teams to co-create Data enabled services, from conceptual design, to solution architecture to implementation of Data Products.
Your key responsibilities:
-Work in Data initiatives and with colleagues across Asset -Management in the development of Data and AI enabled products, aligned with our reference architecture and design principles
-Be a trusted partner in the assessment and definition of requirements. Translate into design artifacts
-Implement advanced use cases and build prototypes
-Create and maintain automated test cases to build & maintain regression test suites
-Establish and manage the solution documentation
-Plan solution deployment and rollout, including risk & impact analysis for implementation
-Ensure agreed agile collaboration principles are applied & improved across your squad
-Support team members in their growth, contributing to an environment that cares for continuous learning and improvement
About the Team
Asset Management's Tech Transformation is our strategic program to modernise our tech platform and empower our business users with better tools and data, delivering on our digital vision. We selectively combine transactional and analytics data platforms to provide innovative, secure and cost aware technology services.
As part of Swiss Re's Asset Management CTO organization, we work in a scaled agile model with a shared leadership team and broadly aligned autonomy for our squads. We are located across the globe but share the same values of passion, openness, respect, humility, and curiosity in our team. We strive to improve the quality of our work for our customers every day. As a matter of trust, we give you a high degree of flexibility which matches your independent working style. Is this for you? Then we want to get to know you!
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card",2 400 EUR/month,11.6.2025,,
https://www.profesia.sk/praca/swiss-re/O5097332?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Data Science Solutions Engineer,Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
About the role & team
Asset Management's Tech Transformation is our strategic program to modernize the tech platform and empower our business users with better tools and data, delivering on our digital vision. We selectively combine transactional and analytics data platforms to provide innovative, secure and cost aware technology services.
If you join us, you will be able to participate in a variety of interesting initiatives. For example, you will:
-Help us analyze signals in financial markets using Generative AI,
-Co-create advanced data and AI services in cross functional teams,
-Constantly grow our data foundation platform and apply leading edge concepts, such as metadata or graphs
-Support many other exciting projects in a collaborative environment with colleagues from Swiss Re Asset Management's international offices.
Joining us, you will learn the technologies that are used in modern data science products with a focus on cloud technology and distributed systems, but also gain experience in the application of generative AI to solve complex problems on real data.
As part of Swiss Re's Asset Management CTO organization, we work in a scaled agile model with a shared leadership team and broadly aligned autonomy for our squads. We are located across the globe but share the same values of passion, openness, respect, humility, and curiosity in our team. We are a highly skilled and diverse global team. We love to learn new skills and will support you to do the same! We strive to improve the quality of our work for our customers every day. As a matter of trust, we give you a high degree of flexibility which matches your independent working style. Is this for you? Then we want to get to know you!
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card",3 300 EUR/month,11.6.2025,,
https://www.profesia.sk/praca/freshfields/O5086238?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Senior Data Engineer,Freshfields,Bratislava,full_time,on_site,director,"
Job description, responsibilities and duties
Role summary/purpose of job
The Data Engineer will play a critical role in designing, building, and maintaining the organization's modern data infrastructure. This position is responsible for developing scalable data lake and lakehouse solutions using Microsoft Azure, Databricks, and Delta Lake, while ensuring data governance, lineage, and quality through tools like Collibra.
The ideal candidate will have a strong foundation in cloud-native data engineering and a passion for creating robust, high-performance data pipelines that support analytics, business intelligence, and machine learning initiatives. Working closely with data architects, analysts, and governance teams, the Data Engineer will help drive a unified, trusted, and accessible enterprise data platform—empowering data-driven decision-making across the organization.
Function Overview
We are seeking an experienced and forward-thinking Data Engineer with at least 5 years of experience to lead the development of our cloud-native data ecosystem. In this role, you will architect and maintain scalable data lakehouse solutions using Microsoft Azure, Databricks, and Delta Lake, while driving data quality and governance through Collibra.
You’ll work at the intersection of engineering, analytics, and governance—building robust data pipelines with PySpark, SQL, and Azure Data Factory, integrating modern tools like Apache Airflow, dbt (data build tool), and Git-based CI/CD workflows. You'll play a key role in implementing data cataloging, lineage tracking, and compliance frameworks to support trusted data access across the enterprise.
This is a hands-on opportunity to shape a cloud-first, scalable data infrastructure, collaborating with cross-functional teams to enable real-time insights, advanced analytics, and AI/ML capabilities. If you're passionate about building reliable data platforms using modern data stack technologies and driving data democratization across an organization, this role is for you
Key Responsibilities and Deliverables
*Design and Develop Data Solutions: Build and maintain scalable, secure, and high-performance data lake and lakehouse architectures using Azure Data Lake, Databricks, and Delta Lake.
*Data Pipeline Development: Create and optimize batch and streaming ETL/ELT pipelines using Azure Data Factory, Databricks (PySpark/SQL), Apache Spark, and orchestration tools such as Apache Airflow.
*Data Governance and Metadata Management: Implement and support data governance frameworks using Collibra for data cataloging, lineage tracking, metadata enrichment, and policy enforcement.
*Enable Data Accessibility: Ensure data is discoverable, well-documented, and accessible to stakeholders through self-service tools and integration with BI platforms.
*Performance and Cost Optimization: Monitor and tune data processing jobs and storage solutions for performance, scalability, and cost-effectiveness in the cloud environment.
*Collaboration Across Teams: Work closely with data architects, business analysts, data scientists, and compliance teams to translate data requirements into engineering solutions.
*CI/CD and DevOps for Data: Implement automated testing, deployment, and version control for data pipelines using tools like Git, Terraform, and Azure DevOps.
*Ensure Data Quality and Reliability: Integrate data validation, logging, and monitoring into pipelines to support data quality assurance and rapid troubleshooting.
*Documentation and Knowledge Sharing: Create and maintain technical documentation, data dictionaries, and best practices for team collaboration and knowledge transfer.
Key Requirements
Experience & Background
*At least 5 years of hands-on experience in data engineering or related fields.
*Proven track record in designing and implementing data lake or lakehouse architectures at scale.
*Experience working in enterprise cloud environments, preferably in Microsoft Azure.
Technical Skills
*Expertise with Azure Data Services, including:
Azure Data Lake Storage (Gen2)
Azure Synapse Analytics
Azure Data Factory
Azure Functions / Logic Apps
*Proficiency in Databricks (including Spark, PySpark, Delta Lake, and SQL).
*Strong programming skills in Python and SQL; experience with Scala is a plus.
*Familiarity with Apache Spark, Airflow, and streaming frameworks (e.g., Spark Structured Streaming, Azure Event Hubs).
*Experience implementing and managing data cataloging and governance tools such as Collibra, Purview, or similar.
Modern Data Stack Tools
*Experience with dbt (data build tool) for transformation and modeling.
*Familiarity with CI/CD practices and tools such as Git, Terraform, Azure DevOps, or GitHub Actions.
*Knowledge of containerization and orchestration (e.g., Docker, Kubernetes) is a plus.
Data Management & Governance
*Understanding of data quality, metadata management, lineage tracking, and access control frameworks.
*Experience working in regulated industries (e.g., legal, financial services, healthcare) and familiarity with compliance requirements like GDPR, HIPAA, or SOX is beneficial.
Soft Skills
*Strong problem-solving, analytical, and troubleshooting abilities.
*Excellent verbal and written communication skills to collaborate across technical and non-technical teams.
*Comfortable working in Agile or Scrum environments.
*A proactive mindset with a passion for continuous learning and innovation in the data space.
Employee perks, benefits
​Vibe of a small office in attractive location. Currently around 80 employees.
Available shared car parking
Work from home
Flexible Benefits – we offer monthly 6% on the top of the basic salary to allocate based on the employee preference
Meal contribution - 8.5 EUR/worked day fully paid by employer
Life Assurance
20 days fully paid sick leave or dependant leave
Yearly performance bonus
Daily Office refreshment
Unlimited LinkedIn Learning resources
Additional days off
Wellbeing support
Themed Events, Workshops
Volunteering and charity activities",3 800 EUR/month,27.5.2025,,
https://www.profesia.sk/praca/lenovo-slovakia/O5096639?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Graduate opportunity: Data Analyst,Lenovo (Slovakia) S.R.O.,Bratislava,unknown,on_site,,,1 500 EUR/month,10.6.2025,,
https://www.profesia.sk/praca/slovenske-elektrarne/O5079137?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Data Scientist (m/ž),"Slovenské Elektrárne, A.S.",Bratislava,unknown,on_site,,,2 500 EUR/mesiac,19.5.2025,,
https://www.profesia.sk/praca/swiss-re/O5100808?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Vulnerability Management Analyst - graduate position,Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
Ready to launch your cybersecurity career with real-world impact? Put your academic knowledge to work in a role where you'll help protect a global organization from emerging threats! As a recent grad or early-career professional with cybersecurity passion, you'll thrive in our collaborative environment where your fresh perspective and digital-native skills will be valued from day one.
About the Role
In this growth-oriented position, you'll develop expertise in identifying, assessing, and managing vulnerabilities across our global infrastructure. You'll collaborate with diverse teams, apply your cybersecurity knowledge to real-world challenges, and build valuable skills that will accelerate your career trajectory.
Key Responsibilities
Detect and analyze security vulnerabilities using cutting-edge scanning tools
Track and document the vulnerability lifecycle using modern collaboration platforms
Partner with system owners to explain technical issues and guide remediation efforts
Contribute to automation of vulnerability management processes
Research and stay current on emerging security threats and mitigation techniques
Assist in coordinating responses to critical security events
Help develop security metrics and reporting dashboards
Participate in projects to continuously improve our security posture
About the Team
Being part of the CSO organization means we are the focal point for security activities across Swiss Re. Inside the Preparedness & Assurance Squad we make sure we actively discover and monitor known vulnerabilities across the whole company and warn system owners about what needs to be fixed, pushing for automation and integration with all the different products. With our vulnerability expertise, we analyse Swiss Re's risk exposure and deliver recommendations to respective management teams. Does this resonate with you and are you willing to make this process better? Then you are exactly the person we need!
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",1 800 EUR/month,16.6.2025,,
https://www.profesia.sk/praca/swiss-re/O5098202?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Transformation Business Consultant,Swiss Re,Bratislava,full_time,hybrid,mid_senior,"
Job description, responsibilities and duties
About the Role
We are seeking a dynamic and experienced Transformation Business Consultant to join our Operations & Transformation team within Digital & Technology Re. The successful candidate will play a crucial role in ensuring the efficient and effective execution of business strategies and day-to-day functions across the division.
The candidate will work closely with the Head of Operations & Transformation to support our organization's operations and progress our organization's transformation.
We strive to create an inspiring environment for our people to use data and technology to create a sustainable and strategic competitive advantage. The role will engage in global collaboration with the Digital & Technology Re Leadership Team, the Operations & Transformation team, and the wider Digital & Technology Re community.
Your Main Responsibilities:
-Support the Digital & Technology community to refine and implement strategic operational support across the organization. This will include but is not limited to, the following:
-Translate strategic goals into actionable operational plans. Track execution and provide performance dashboards, reporting, and insights to drive decision-making.
-Analyze and optimize internal processes for process improvement and efficiency.
-Collaborate with cross-functional teams to ensure alignment of operational efforts with organizational goals.
-Provide regular updates and reports on engagement progress to senior management and other key stakeholders.
-Support the strategic workforce management within Digital & Tech Re. This will include but is not limited to, the following:
-Overall coordination of the implementation plan
-Facilitation of necessary approvals within the system
-Providing support for reporting requirements
-Collaboration with key stakeholders to ensure alignment with project objectives
-Develop relationships internally with cross-disciplinary technology, business, and finance teams.
-Lead and/or support ad-hoc assignments, projects and initiatives as needed
-Prioritize conflicting needs, handle matters expeditiously, proactively and follow through on tasks to successful conclusion.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card",2 100 EUR/month,12.6.2025,,
https://www.profesia.sk/praca/adastra/O5002706?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,Adastra is looking for Senior Data Analyst with Data Modeling Experience,"Adastra, S.R.O.",Bratislava,full_time,on_site,director,"
Job description, responsibilities and duties
You will be working on enterprise-level  banking business intelligence, data warehouse or transformation projects using cutting-edge technologies.
Your responsibilities will include business analysis, data analysis, data modeling, data mining, and solution design.
Your daily responsibilities will include:
Analysis of existing business processes (As-Is reviews)
Elaborate suggestions for Business process improvements (To-Be)
Collects and analyses process data
You  will work closely with cross-functional teams to identify opportunities for improvement, support business processes, and implement data-driven solutions.
The role involves both data analysis and business process improvement, requiring a strong understanding of data tools, methodologies, and business operations.
The job will offer you opportunities to participate in international projects in Central and South-Eastern Europe (job locations Slovakia, Austria, Hungary, Romania and similar).
We are looking for people who share with us the passion that working with data and people is fun and a “mission”, not a “job”.
Employee perks, benefits
​• You will have an immense opportunity and our support to grow professionally, working on leading data analytics projects and technologies in the region
​• You will work in an environment which will stand behind you, support you in your growth, and which will value your work through competitive salary and a bonus structure
​Professional growth
​• Access to the latest technology and know-how
​• Personalized professional development plans
​• Young, dynamic and professional team
​• Potential to work on international projects
​• Unmatched opportunities for professional growth
​• Adastra Academy - wide range of leading-edge trainings & certifications, workshops, language courses
​Sport & Health
​• Adastra Skiing – four days in Austria
​• Adastra Health Days – various workshops about health, nature & the environment
​• Adastra RUN – support of running activities
​• Adastra Teambuilding activities
​• Multisport card, which grants access to hundreds of different gyms, studios and swimming pools
​Family-oriented benefits
​• ADASTRA family weekend – a weekend spent in the Slovak mountains hiking and a full-weekend program for children (creative workshops, carnival, etc.)
​• Birthday present
​• Wedding bonus
​• New baby bonus – one day off and a financial bonus​
Information about the selection process
We look forward to working with you, and you becoming an Adastran!
We appreciate a lot your  interest, do not hesitate to send us your Curriculum Vitae in English language. We will contact only candidates who match the profile we are looking for. Thank you for your understanding",2 800 EUR/month,30.5.2025,,
https://www.profesia.sk/praca/localhost/O5092647?search_id=8c77a1de-b49a-4813-b3a9-504fbf452f6f,We're hiring Senior Java SW Engineer!,Localhost S.R.O.,Pozícia:,full_time,on_site,,"
Job description, responsibilities and duties
Are you ready to elevate your Java development career and make an impact on a cutting-edge international project? At localhost, we're on the lookout for a passionate and skilled
Senior Java Software Engineer
to join our dynamic team. If you're enthusiastic about back-end development and eager to work with the latest technologies, we want to hear from you!
You will be able to work on an international project, share your knowledge and learn from others in supportive and dynamic environment.
Key Responsibilities:
• Design and develop high-quality software applications in Java (preferably Java 11+) with focus on backend development
• Design, develop, deploy, and maintain software systems at scale.
• Develop software applications using both relational and NoSQL databases.
• Apply architectural patterns such as MVC, Microservices, and Event-driven design.
• Deploy software using CI/CD tools such as Azure DevOps and Jenkins.
• Deploy and maintain software using public cloud platforms like AWS or Azure.
• Work within an Agile framework, ideally Scrum. Collaborate with cross-functional teams to deliver high-quality software on time.
​
Employee perks, benefits
• 6 extra days off: 3x localhost days and 3x sick days
• Referral bonus
• Benefit plus budget
• Multisport Card
• Financial contribution to Pension plan
• Education support (certificates, courses, trainings)
• Physiotherapist sessions once a week in the office
• Bonuses at every smashing life events
• Flexible working arrangements
• Transparent approach and communication
• Supporting your ideas
Information about the selection process
If you have a proven track record in designing, developing, and maintaining software applications, we would be pleased to meet you!",3 800 EUR/month,5.6.2025,,
https://www.profesia.sk/praca/pro-hr/O5075234?search_id=30a97587-5e8c-4e0b-b2e5-48ca1df4786d,Data Engineer (Azure),Pro Hr,Bratislava,unknown,on_site,,"Informácie o pracovnom mieste
Miesto práce:
Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)
Mzdové podmienky (brutto):
Od 3 000 EUR/mesiac
*finálna úroveň základnej zložky mzdy závisí od skúseností a znalostí kandidáta
Termín nástupu:
dohodou
Druh pracovného pomeru:
plný úväzok
Náplň práce, právomoci a zodpovednosti
Data Engineer pôsobí na projekte návrhu a vývoja DWH, BI, data modelov, data martov na rôznych platformách:
-  komunikuje s interným klientom, spracuje požiadavky a navrhuje nové technické riešenie
- analyzuje dáta z rôznych zdrojov (štruktúrované a neštruktúrované dáta), participuje s analytikmi na tvorbe nového dátového modelu, navrhuje nové ETL procedúry
- zodpovedá  za vývoj SW riešenia, vývoj ETL, vývoj sa realizuje na rôznych platformách MS SQL, Oracle, cloud (SQL, MS Azure, Oracle, store procedures),
- návrhy v oblasti databázy, vývoj databázy, správa databázy
- využíva Big data nástroje -  hadoop ecosystem, Hive, Sqoop, NiFi, Kafka
- tvorí technickú dokumentáciu
- spolupráca s ostatnými inžiniermi (.NET, FE, Python)
Zamestnanecké výhody, benefity
- stabilná medzinárodná spoločnosť
- široká škála benefitov v oblasti zdravotnej starostlivosti, športu, kultúry voliteľných podľa vašich vlastných preferencií
- vzdelávanie, školenia
Informácie o výberovom konaní
* Podľa Zákona o službách zamestnanosti 5/2004 Z. z., § 62 ods. 2, sme povinní uvádzať sumu základnej zložky mzdy. Konečná výška Vašej skutočnej mzdy je odvodená od Vašich odborných skúseností, znalostí, zručností a toho ako zodpovedajú požiadavkám konkrétnej pozície.
Prosíme kandidátov, ktorí prejavili záujem o pracovnú pozíciu, aby poslali C.V. na E-mail: maria.buckova@prohr.sk
Spoločnosť, pre ktorú je pozícia obsadzovaná
Informačné technológie
Stabilná medzinárodná IT spoločnosť.",3 000 EUR/mesiac,11.6.2025,,
