job_id,url,source,title,company,location,job_type,workplace_type,experience_level,description,salary,posted_date,applicant_count,view_count
29,https://www.profesia.sk/praca/swiss-re/O5089907?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Data Engineer,Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
About the Role:
As a Data Engineer, you will be responsible for designing and delivering best in class data engineering capabilities supporting the company's ambition to become data driven. You will have
strong skills in architecting, designing, building and testing data management solutions within a big data cloud infrastructure. You have a real passion for truly democratizing data for the business and our customers.
Key responsibilities include:
•	Work closely with Product Owners and Architects to understand requirements, formulate solutions and evaluate the implementation effort.
•	Design, develop and maintain scalable data transformation pipelines.
•	Design and implement analytics models and visualizations to provide actionable data insights.
•	Evaluate new capabilities of the analytics platform, develop prototypes and assist in drawing conclusions about the applicability to our solution landscape.
•	Collaborate within a global development team to design and deliver solutions.
About the Team:
Life & Health Data & Analytics Engineering is a key tech partner for our Life & Health Reinsurance division, supporting in the transformation of the data landscape and the creation of innovative analytical products and capabilities. A large globally distributed team working in an agile development landscape, we deliver solutions to make better use of our reinsurance data and enhance our ability to make data-driven decisions across the business value chain.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",2 400 EUR/month,2025-06-02,,
30,https://www.profesia.sk/praca/slovenska-sporitelna/O5101061?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,IT Analytik/čka v oblasti úverového rizika firiem,"Slovenská Sporiteľňa, A.S.",Bratislava,unknown,on_site,,,2 500 EUR/mesiac,2025-06-17,,
31,https://www.profesia.sk/praca/swiss-re/O5097299?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Data Engineer (Stargate AI),Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
Take a chance to join the dynamic and agile team responsible for Tech & Architecture! If you are passionate and thoughtful Data engineer who have a background in digital technologies and is seeking for exciting possibilities to apply your know-how in the financial world, then we have an outstanding opportunity for YOU.
Buckle up and read on.
About the Role
As Data Engineer be ready to bring new insights and broaden our experience-base in new technologies and the latest software and Data/AI engineering trends. You will be working closely with our Product Teams to co-create Data enabled services, from conceptual design, to solution architecture to implementation of Data Products.
Your key responsibilities:
-Work in Data initiatives and with colleagues across Asset -Management in the development of Data and AI enabled products, aligned with our reference architecture and design principles
-Be a trusted partner in the assessment and definition of requirements. Translate into design artifacts
-Implement advanced use cases and build prototypes
-Create and maintain automated test cases to build & maintain regression test suites
-Establish and manage the solution documentation
-Plan solution deployment and rollout, including risk & impact analysis for implementation
-Ensure agreed agile collaboration principles are applied & improved across your squad
-Support team members in their growth, contributing to an environment that cares for continuous learning and improvement
About the Team
Asset Management's Tech Transformation is our strategic program to modernise our tech platform and empower our business users with better tools and data, delivering on our digital vision. We selectively combine transactional and analytics data platforms to provide innovative, secure and cost aware technology services.
As part of Swiss Re's Asset Management CTO organization, we work in a scaled agile model with a shared leadership team and broadly aligned autonomy for our squads. We are located across the globe but share the same values of passion, openness, respect, humility, and curiosity in our team. We strive to improve the quality of our work for our customers every day. As a matter of trust, we give you a high degree of flexibility which matches your independent working style. Is this for you? Then we want to get to know you!
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card",2 400 EUR/month,2025-06-11,,
32,https://www.profesia.sk/praca/swiss-re/O5103249?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Procurement Specialist Data (Hybrid),Swiss Re,Bratislava,full_time,on_site,,"
Job description, responsibilities and duties
About the role
We are excited to announce an opening for a Procurement Specialist Data to join our dynamic team. This key role focuses on the strategic procurement of third-party data essential for the reinsurance and insurance sectors, including financial markets information like prices and statistics, market risk data, ratings, ESG data, as well as geographical and weather information, satellite data and much more. You’ll be involved in data procurement activities that address a variety of advanced and meaningful use cases.
We warmly welcome applications from people who are eager to learn, grow, and make a difference in our supportive and collaborative team. We value different perspectives and are committed to building a workplace where everyone feels respected and can succeed.
Responsibilities:
•	Lead the procurement of a wide range of third-party data to ensure access to essential market insights and analytics.
•	Manage commercial negotiations and oversee the full contract lifecycle - from initiation to completion - including legal reviews and vendor assessments.
•	Run structured RFx processes and follow up with careful contract management to maintain high standards of compliance and efficiency.
•	Partner with internal stakeholders to align procurement strategies with business needs and deepen understanding of reinsurance and insurance processes.
•	Collaborate with cross-functional teams to meet digital governance requirements and support the organisation’s strategic goals.
About the Team
Joining our Data Procurement team means becoming a key part of IT & Data Procurement within the Group Procurement Team at Swiss Re. We’re a high-performing unit that values teamwork, continuous learning, and personal growth. With team members based in Bratislava, Zurich, London, Mexico, and Bangalore, we work across regions to deliver strong procurement practices and support strategic business goals.
Information about the selection process
This job offer is suitable for people who have been impacted by the invasion of Ukraine.
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",1 900 EUR/month,2025-06-19,,
33,https://www.profesia.sk/praca/swiss-re/O5097332?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Data Science Solutions Engineer,Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
About the role & team
Asset Management's Tech Transformation is our strategic program to modernize the tech platform and empower our business users with better tools and data, delivering on our digital vision. We selectively combine transactional and analytics data platforms to provide innovative, secure and cost aware technology services.
If you join us, you will be able to participate in a variety of interesting initiatives. For example, you will:
-Help us analyze signals in financial markets using Generative AI,
-Co-create advanced data and AI services in cross functional teams,
-Constantly grow our data foundation platform and apply leading edge concepts, such as metadata or graphs
-Support many other exciting projects in a collaborative environment with colleagues from Swiss Re Asset Management's international offices.
Joining us, you will learn the technologies that are used in modern data science products with a focus on cloud technology and distributed systems, but also gain experience in the application of generative AI to solve complex problems on real data.
As part of Swiss Re's Asset Management CTO organization, we work in a scaled agile model with a shared leadership team and broadly aligned autonomy for our squads. We are located across the globe but share the same values of passion, openness, respect, humility, and curiosity in our team. We are a highly skilled and diverse global team. We love to learn new skills and will support you to do the same! We strive to improve the quality of our work for our customers every day. As a matter of trust, we give you a high degree of flexibility which matches your independent working style. Is this for you? Then we want to get to know you!
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card",3 300 EUR/month,2025-06-11,,
34,https://www.profesia.sk/praca/siemens-slovensko/O4999525?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Data Scientist in Procurement,Siemens Slovensko,Bratislava,unknown,on_site,,,2 800 EUR/month,2025-06-12,,
35,https://www.profesia.sk/praca/adastra/O5002706?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Adastra is looking for Senior Data Analyst with Data Modeling Experience,"Adastra, S.R.O.",Bratislava,full_time,on_site,director,"
Job description, responsibilities and duties
You will be working on enterprise-level  banking business intelligence, data warehouse or transformation projects using cutting-edge technologies.
Your responsibilities will include business analysis, data analysis, data modeling, data mining, and solution design.
Your daily responsibilities will include:
Analysis of existing business processes (As-Is reviews)
Elaborate suggestions for Business process improvements (To-Be)
Collects and analyses process data
You  will work closely with cross-functional teams to identify opportunities for improvement, support business processes, and implement data-driven solutions.
The role involves both data analysis and business process improvement, requiring a strong understanding of data tools, methodologies, and business operations.
The job will offer you opportunities to participate in international projects in Central and South-Eastern Europe (job locations Slovakia, Austria, Hungary, Romania and similar).
We are looking for people who share with us the passion that working with data and people is fun and a “mission”, not a “job”.
Employee perks, benefits
​• You will have an immense opportunity and our support to grow professionally, working on leading data analytics projects and technologies in the region
​• You will work in an environment which will stand behind you, support you in your growth, and which will value your work through competitive salary and a bonus structure
​Professional growth
​• Access to the latest technology and know-how
​• Personalized professional development plans
​• Young, dynamic and professional team
​• Potential to work on international projects
​• Unmatched opportunities for professional growth
​• Adastra Academy - wide range of leading-edge trainings & certifications, workshops, language courses
​Sport & Health
​• Adastra Skiing – four days in Austria
​• Adastra Health Days – various workshops about health, nature & the environment
​• Adastra RUN – support of running activities
​• Adastra Teambuilding activities
​• Multisport card, which grants access to hundreds of different gyms, studios and swimming pools
​Family-oriented benefits
​• ADASTRA family weekend – a weekend spent in the Slovak mountains hiking and a full-weekend program for children (creative workshops, carnival, etc.)
​• Birthday present
​• Wedding bonus
​• New baby bonus – one day off and a financial bonus​
Information about the selection process
We look forward to working with you, and you becoming an Adastran!
We appreciate a lot your  interest, do not hesitate to send us your Curriculum Vitae in English language. We will contact only candidates who match the profile we are looking for. Thank you for your understanding",2 800 EUR/month,2025-05-30,,
36,https://www.profesia.sk/praca/365-bank/O5092916?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,AI Špecialista (m/ž),365.Bank,Bratislava,unknown,on_site,,,2 300 EUR/mesiac,2025-06-05,,
37,https://www.profesia.sk/praca/synpulse-slovakia/O5026076?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Data Analyst (Risk),Synpulse Slovakia S.R.O.,Bratislava,full_time,on_site,,"
Job description, responsibilities and duties
We are currently seeking a highly motivated individual to work with the Portfolio Management Team of an established Fund Manager specializing in insurance-linked investments. The ideal candidate will have at 2 years’ experience with exposure to the financial services industry, be self-motivated, highly organized, collaborative, and data driven.
Position Summary :
You will support the data management and natural catastrophe analysis of a specialized Fund Manager with a focus on insurance-linked investments (e.g., natural catastrophe bonds and collateralized reinsurance). You will be responsible for the submission intake and natural catastrophe modeling for each investment by accurately processing and analyzing data while meeting tight timelines.
You will be part of an international team of specialists working in the challenging and fascinating world of alternative risk transfer at the confluence of insurance and the capital markets. You will learn how natural catastrophe reinsurance investments are analyzed and how financial risk from hurricanes, earthquakes, and other perils is quantified.
Position Responsibility:
Support the Portfolio Management team’s analysis of reinsurance-linked investments by taking responsibility for submission intake and natural catastrophe modelling.
Download data for each investment under consideration; clean, organize, and analyze the data; populate summaries of the data and upload them to our systems; interpret results; identify and address missing data or other data quality issues.
Use Excel and other applications to handle complicated datasets, perform basic statistical analysis, and aggregate information.
Query databases with predefined queries
Validate the completeness and quality of datasets and run plausibility checks.
Summarize data for consumption by the Portfolio Management team.
Qualifications:
English (fluent - C1 level)
Bachelor’s degree in a quantitative discipline, such as applied science, business/finance/economics, geographical information systems, or mathematics/data science
2-4 years of proven experience working with data (preferably experience in reinsurance, insurance, investments, or finance)
Keen attention to detail, highly organized and process-driven
Good understanding of numerical and technical challenges and analysis
Software skills:
o	Excellent skills in Excel, including comfort with deriving and using complicated formulas.
o Experience in handling data using basic SQL queries is desired.
o	Any previous experience with the vendor models TouchstoneRe and/or Miu Insights would be beneficial but is not a pre-requisite.
o	The ability to write code designed for use in R Studio would be valued, but again this is not a pre-requisite.
The mindset to propose process improvements over time, such as automation methods, along with the patience to manually perform data-related tasks that have not yet been automated.
Ability to thrive in a fast-paced working environment with rapidly shifting priorities and needs
Having a proactive, positive energy with the ability to collaborate with specialists across various backgrounds, cultures, and locations.
Excellent written and verbal communication skills.
Employee perks, benefits
​
Five      extra vacation days on top of regulation
Sick      leave compensation 100% from day one
3 sick      days per year
Attractive performance bonus based on project performance up to 10%
Cafeteria benefit system with a flexible allowance of 500 EUR per year for education, health benefits, shopping, travel, cultural activities, and sports options
Overtime      fully paid or compensated based on your preference
A      friendly and informal working environment
Work-life      balance with flexible working hours and the option to work from home (by      agreement)
Dedicated      time for individual training
MultiSport      card
& more",1 900 EUR/month,2025-06-12,,
38,https://www.profesia.sk/praca/pro-hr/O5100908?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Python Developer (junior/medior),Pro Hr,Bratislava,unknown,on_site,,"Informácie o pracovnom mieste
Miesto práce:
Bratislava, Slovensko (Pozícia umožňuje občasnú prácu z domu)
Mzdové podmienky (brutto):
Od 2 600 EUR/mesiac
final monthly basic salary is based on candidate´s professional experience, skills and knowledge *
Termín nástupu:
dohodou
Druh pracovného pomeru:
plný úväzok
Náplň práce, právomoci a zodpovednosti
- Sledovanie, diagnostika, analýza a vývoj aplikácie - pre reporting, ktorá spracovávajú dáta zo všetkých zdrojov spoločnosti. Projekt je postavený primárne na platforme AI/ML. Je to skvelá príležitosť pre rast a učenie. Pracuje sa v úzkej spolupráci s rôznymi tímami naprieč spoločnosťou.
- Kódovanie BE časti a úpravy vo FE, integrácia s inými systémami
-  OS: Linux, Debian/CentOS,
-  DB: PostgreSQL
-  Programovací jazyk PYTHON/ PySpark a TYPESCRIPT
- Riešenie príčin problémov pri nasadzovaní s IT vývojom a IT testermi
- Návrh opatrení na predchádzanie vzniku potenciálnym problémom - proaktívna prevencia
- Definovať potrebu novej funkcionality, automatizácie riešenia vzhľadom na požiadavky užívateľov
- Návrh nového riešenia a zohľadnenie vplyvu zmeny na celý systém
- Testovanie novej funkcionality a jej implementácia do produkčného systému
- Zodpovednosť za kvalitu kódu, dodržiavanie štandardov spoločnosti
- Pravidelná  komunikácia s ostatnými programátormi, užívateľmi, manažérom
- Pozícia vyžaduje prácu v medzinárodnom tíme
- Agile, Scrum, JIRA
Zamestnanecké výhody, benefity
- práca na odbornej pozícií s možnosťou využívať doterajšie skúsenosti a vlastný osobnostný potenciál.
- zázemie stabilnej medzinárodnej spoločnosti
- zaujímavý sociálany a motiváčný program
- jazykové vzdelávanie a odborné kurzy
Informácie o výberovom konaní
* Podľa Zákona o službách zamestnanosti 5/2004 Z. z., § 62 ods. 2, sme povinní uvádzať sumu základnej zložky mzdy. Konečná výška Vašej skutočnej mzdy je odvodená od Vašich odborných skúseností, znalostí, zručností a toho ako zodpovedajú požiadavkám konkrétnej pozície.
Prosíme kandidátov, ktorí prejavili záujem o pracovnú pozíciu, aby poslali C.V. na E-mail: anna.spasova@prohr.sk.
Spoločnosť, pre ktorú je pozícia obsadzovaná
Informačné technológie
Stabilná spoločnosť pôsobiaca v oblasti informačných technológií.",2 600 EUR/mesiac,2025-06-16,,
39,https://www.profesia.sk/praca/on-semiconductor-slovakia/O5092015?search_id=5cc5f8b4-249d-465e-a087-c25aab5fa9d2,https://www.profesia.sk/,Customer Experience Business Analyst,"On Semiconductor Slovakia, A.S.",Bratislava,full_time,on_site,director,"
Job description, responsibilities and duties
onsemi (Nasdaq: ON) is driving disruptive innovations to help build a better future. With a focus on automotive and industrial end-markets, the company is accelerating change in megatrends such as vehicle electrification and safety, sustainable energy grids, industrial automation, and 5G and cloud infrastructure. With a highly differentiated and innovative product portfolio, onsemi creates intelligent power and sensing technologies that solve the world’s most complex challenges and leads the way in creating a safer, cleaner, and smarter world.
We are looking for a Customer Experience Business Analyst with strong analytical skills and attention to detail. The selected candidate will handle metrics reporting and analytics, delivering insights to inform business decisions and enhance the overall customer experience at onsemi. This position requires proficiency in data analysis, effective communication abilities, and the capability to collaborate with cross-functional teams.
Key Responsibilities:
Collect, analyze, and interpret customer experience (CX) survey and outcome data to generate actionable insights.
Develop and maintain CX dashboards to track key customer performance indicators (CPIs) and customer sentiment.
Build and activate sentiment dashboards using Qualtrics.
Analyze yearly Customer Relationship Survey data, identify trends, create visual representations, and report findings to executive leadership.
Collaborate with survey owners to onboard new listening posts and CPIs, ensuring compliance with reporting templates CX methodologies.
Lead the continued development of the CX AI tool, collaborating closely with IT and AI partners across the organization.
Identify trends, patterns, and anomalies in data to inform strategic initiatives.
Present findings and recommendations to stakeholders clearly and concisely.
Provide analytical support to various departments based on their data needs.
Ensure data accuracy and integrity through regular audits and validation.
Support the development and implementation of data-driven strategies to enhance customer experience.
We offer:
Guaranteed annual bonus 50% from monthly base salary
Annual corporate bonus paid based on the company's results
Benefit Plus (Cafeteria) credit up to 480 € per year
Financial contribution in the amount of 8.35€ (employee contribution 1.85€)
Travel allowance
Contribution to the third pillar of the pension plan up to 3% of the gross salary
Sick leave contribution
Regular annual salary review
Financial reward for reffering a new employee
Extra days off – Bridge days
Sick days
Volunteering day off
MultiSport card
Individual education and employee development plan
Teambuilding and company’s events
Mental health support program
Requirements:
Bachelor's degree in Business, Economics, Statistics, Data Science, or a related field.
5 years of proven experience as a Business Analyst or in a similar analytical role.
Strong proficiency in data analysis tools and software (e.g., Excel, SQL, Tableau, Power BI, Qlik, etc.).
Familiarity with survey platforms and digital dashboard tools (e.g., Qualtrics) is a plus.
Excellent analytical and problem-solving skills.
Strong attention to detail and accuracy.
Effective communication and presentation skills.
Ability to work independently and as part of a team.
Knowledge of customer experience metrics and analytics a plus.",2 300 EUR/month,2025-06-18,,
40,https://www.profesia.sk/praca/swiss-re/O5102508?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,AI & ML Engineer,Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
About the Team and Our Scope
We are a forward-thinking tech organization within Swiss Re, delivering transformative AI/ML solutions that redefine how businesses operate. Our mission is to build intelligent, secure, and scalable systems that deliver real-time insights, automation, and high-impact user experiences to clients globally. You'll join a high-velocity AI/ML team working closely with product managers, architects, and engineers to create next-gen enterprise-grade solutions. Our team is built on a startup mindset — bias to action, fast iterations, and ruthless focus on value delivery.
We’re not only shaping the future of AI in business — we’re shaping the future of talent. This role is ideal for someone passionate about advanced AI engineering today and curious about evolving into a product leadership role tomorrow. You'll get exposure to customer discovery, roadmap planning, and strategic decision-making alongside your technical contributions.
Role Overview
As an AI/ML Engineer, you will play a pivotal role in the research, development, and deployment of next-generation GenAI and machine learning solutions. Your scope will go beyond retrieval-augmented generation (RAG) to include areas such as prompt engineering, long-context LLM orchestration, multi-modal model integration (voice, text, image, PDF), and agent-based workflows. You will help assess trade-offs between RAG and context-native strategies, explore hybrid techniques, and build intelligent pipelines that blend structured and unstructured data. You’ll work with technologies such as LLMs, vector databases, orchestration frameworks, prompt chaining libraries, and embedding models, embedding intelligence into complex, business-critical systems. This role sits at the intersection of rapid GenAI prototyping and rigorous enterprise deployment, giving you hands-on influence over both the technical stack and the emerging product direction.
Key Responsibilities
•	Build Next-Gen GenAI Pipelines: Design, implement, and optimize pipelines across RAG, prompt engineering, long-context input handling, and multi-modal processing.
•	Prototype, Validate, Deploy: Rapidly test ideas through PoCs, validate performance against real-world business use cases, and industrialize successful patterns.
•	Ingest, Enrich, Embed: Construct ingestion workflows including OCR, chunking, embeddings, and indexing into vector databases to unlock unstructured data.
•	Integrate Seamlessly: Embed GenAI services into critical business workflows, balancing scalability, compliance, latency, and observability.
•	Explore Hybrid Strategies: Combine RAG with context-native models, retrieval mechanisms, and agentic reasoning to build robust hybrid architectures.
•	Drive Impact with Product Thinking: Collaborate with product managers and UX designers to shape user-centric solutions and understand business context.
•	Ensure Enterprise-Grade Quality: Deliver solutions that are secure, compliant (e.g., GDPR), explainable, and resilient — especially in regulated environments.
Why Join Us?
You’ll be part of a team that’s pushing AI/ML into uncharted, high-value territory. We operate with urgency, autonomy, and deep collaboration. You’ll prototype fast, deliver often, and see your work shape real-world outcomes — whether in underwriting, claims, or data orchestration. And if you're looking to transition from deep tech to product leadership, this role is a launchpad.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",3 800 EUR/month,2025-06-18,,
41,https://www.profesia.sk/praca/pro-hr/O5100905?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,Python Engineer,Pro Hr,Bratislava,unknown,remote,,"
Place of work:
Bratislava, Slovakia (Job with occasional home office)
Wage (gross):
From 3 600 EUR/month
final monthly basic salary is based on candidate´s professional experience, skills and knowledge *
Contract type:
full-time
Job description, responsibilities and duties
- Design and develop new  innovative applications
- Develop prototype solutions to meet these requirements
- Build new features and designing new application in Python with a focus on FastAPI, Pandas, and NumPy and in other programming languages
Our team provides comprehensive sustainability services, addressing a wide range of needs from regulatory compliance to leveraging tax benefits and managing supply chain risks. We harness advanced technologies, including AI and analytics, to deliver data-driven insights that enhance decision-making, improve efficiency, and accelerate sustainability journeys.
Our commitment is to help clients navigate evolving sustainability regulations, manage capital allocation, and reduce energy demands through innovative tech solutions. We emphasize robust sustainability reporting and independent assurance to build trust with investors and stakeholders.
As an AI Engineer, you will play a crucial role in developing and implementing tech-enabled solutions that drive sustainable outcomes and support our strategic goals.
Company on whose behalf the position is being filled
Other unlisted areas
* We are required by law to disclose basic wage component (minimum salary) for the advertised positions. Your actual final salary is based on your professional competencies, skills, qualifications and experience matching the position.
If you are interested in our offer, send your CV in Slovak or English to anna.spasova@prohr.sk. Please, specify the position of your interest in the subject of message.",3 600 EUR/month,2025-06-16,,
42,https://www.profesia.sk/praca/csob-financna-skupina/O5086379?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,Špecialista dátových analýz ČSOB (M/Ž),Čsob Finančná Skupina,Bratislava,unknown,on_site,,,2 000 EUR/mesiac,2025-05-28,,
43,https://www.profesia.sk/praca/heineken-slovensko/O5062069?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,Data & Analytics Manager,"Heineken Slovensko, A.S.",Bratislava,unknown,on_site,,,3 600 EUR/month,2025-06-02,,
44,https://www.profesia.sk/praca/eset/O5018725?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,Data Scientist,"Eset, Spol. S R.O.",Bratislava,unknown,on_site,,,2 500 EUR/month,2025-06-05,,
45,https://www.profesia.sk/praca/slovenska-sporitelna/O5101053?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,IT analytik/čka pre úverové riziko firiem - pracuj s najdôležitejšími dátami banky,"Slovenská Sporiteľňa, A.S.",Bratislava,unknown,on_site,,,2 500 EUR/mesiac,2025-06-17,,
46,https://www.profesia.sk/praca/swiss-re/O5105531?search_id=af97be74-e2a0-4f1e-afb5-ba482f63d6b3,https://www.profesia.sk/,Data Science Intern (50%,Swiss Re,Bratislava,part_time,on_site,,"
Job description, responsibilities and duties
We are the largest data science team of Swiss Re and are looking for an enthusiastic student, who is passionate about applying cutting-edge AI techniques to real-world challenges. We create global AI-driven products made in Bratislava. While we value a strong foundation in machine learning, we also emphasize robust engineering practices, scalable infrastructure, and deploying AI solutions into production.
If you join us, you will be able to participate in a variety of interesting initiatives. For example, you will:
•	Design and deploy AI solutions to extract insights from complex legal documents using Generative AI,
•	Build and operationalize machine learning models to estimate life expectancy,
•	Develop AI tools to assess climate risks,
•	Contribute to a wide range of projects in close collaboration with Swiss Re's global network of offices.
We are a highly skilled and diverse team in Bratislava that solves analytics projects around the globe. Our passion to learn is what connects us. We love to learn new skills and will support you to do the same! We reserve time for studying and organize our own upskilling sessions as well.
By joining us, you will have the opportunity to develop your skills in the technologies that power modern data science products - especially in cloud computing and distributed systems - while applying machine learning to solve complex, real-world problems. This role offers a unique chance to learn, grow, and contribute within a collaborative, high-impact environment.
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",10 EUR/hour,2025-06-23,,
